Date Time,Stock,Exchange,MG,MM,JS,JSratio,Permits,Starts,Completed,Unsold,Interest,JW,Reg
1992. 09,544.9,786.6,4.825849769198487,,,,,,,,-0.07000000000000028,,SO
1992. 10,645.1,782.4,4.182150003298224,,,,,,,,-2.960000000000001,,SO
1992. 11,650.3,785.1,4.273861660687972,,,,,,,,-1.6599999999999984,,SO
1992. 12,696.3,788.4,3.893093040549389,,,,,,,,-1.3800000000000008,,SO
1993. 01,668.8,794.0,4.05099643199025,,,,,,,,-2.5199999999999996,,SO
1993. 02,645.9,794.9,3.747037276449028,,,,,,,,-3.67,,SO
1993. 03,713.5,794.0,4.424247620680788,,,,,,,,-0.9599999999999991,,SO
1993. 04,719.8,795.9,4.482699846599614,,,,,,,,-2.4700000000000006,,SO
1993. 05,760.4,801.1,4.647255248101745,,,,,,,,-2.369999999999999,,SO
1993. 06,752.0,803.7,4.80298437864306,,,,,,,,0.5600000000000005,,SO
1993. 07,708.5,806.6,4.531051964512023,,,,,,,,2.8100000000000005,,SO
1993. 08,692.5,808.4,4.346635202899174,,,,,,,,2.539999999999999,,SO
1993. 09,733.0,808.8,4.951351807686621,,,,,,,,1.8100000000000005,,SO
1993. 10,798.4,808.2,5.295371562440643,,,,,,,,1.0199999999999996,,SO
1993. 11,848.8,807.6,4.77032545998064,,,,,,,,-1.4800000000000004,,SO
1993. 12,890.4,808.1,4.738008614561107,,,,,,,,-2.459999999999999,,SO
1994. 01,933.3,808.1,5.296060146628179,,,,,,,,-2.9299999999999997,,SO
1994. 02,889.2,808.0,5.400689711798989,,,,,,,,-1.58,,SO
1994. 03,884.0,806.5,5.444535073409473,,,,,,,,-0.16999999999999993,,SO
1994. 04,942.4,807.5,5.180683712044232,,,,,,,,0.07000000000000028,,SO
1994. 05,926.7,806.1,4.827586206896561,,,,,,,,0.17999999999999972,,SO
1994. 06,944.7,805.5,5.397595230878061,,,,,,,,1.9900000000000002,,SO
1994. 07,938.9,802.6,6.2917718324079,,,,,,,,1.5199999999999996,,SO
1994. 08,1002.4,801.1,6.674442455808727,,,,,,,,2.9000000000000004,,SO
1994. 09,1085.3,798.9,6.003207055522153,,,,,,,,0.8399999999999999,,SO
1994. 10,1110.5,796.9,6.015913840218623,,,,,,,,-0.19000000000000128,,SO
1994. 11,1040.7,794.3,5.5757406372275,,,,,,,,0.120000000000001,,SO
1994. 12,965.3,788.7,4.1499832343833365,,,,,,,,1.5099999999999998,,SO
1995. 01,929.7,786.7,3.2952265955167537,,,,,,,,0.629999999999999,,SO
1995. 02,942.4,786.0,3.094179075614001,,,,,,,,2.84,,SO
1995. 03,902.7,771.5,4.06175726072926,,,,,,,,0.5800000000000001,,SO
1995. 04,884.2,761.8,4.526161444667398,,,,,,,,-0.19000000000000128,,SO
1995. 05,884.3,760.1,3.9803665925300935,,,,,,,,-0.4900000000000002,,SO
1995. 06,945.7,758.1,2.610132786231256,,,,,,,,-2.83,,SO
1995. 07,916.9,756.5,2.3394789428043516,,,,,,,,-3.9499999999999993,,SO
1995. 08,971.2,777.1,3.16346790205162,,,,,,,,-0.48999999999999844,,SO
1995. 09,999.0,768.4,4.226526666919361,,,,,,,,-1.17,,SO
1995. 10,957.3,765.5,3.4697929469603928,,,,,,,,-2.4499999999999993,,SO
1995. 11,918.1,769.2,3.530102456299833,,,,,,,,-1.3899999999999988,,SO
1995. 12,866.1,774.7,3.5784988404758744,,,,,,,,-0.3200000000000003,,SO
1996. 01,874.8,784.3,3.661601950853499,,,,,,,,-1.17,,SO
1996. 02,857.4,780.7,2.9190574341262154,,,,,,,,-0.6399999999999988,,SO
1996. 03,920.2,782.7,3.0030639743068965,,,,,,,,-0.7300000000000004,,SO
1996. 04,942.6,778.7,3.4997787284260173,,,,,,,,-1.8499999999999996,,SO
1996. 05,867.7,787.9,4.619087290567436,,,,,,,,0.4299999999999997,,SO
1996. 06,832.2,810.6,4.295687733711562,,,,,,,,1.92,,SO
1996. 07,805.4,813.3,4.2743502327798,,,,,,,,2.25,,SO
1996. 08,783.4,819.4,3.74599941809719,,,,,,,,5.08,,SO
1996. 09,806.7,821.2,4.362207602339185,,,,,,,,4.4399999999999995,,SO
1996. 10,740.9,831.3,4.560338046719226,,,,,,,,3.0,,SO
1996. 11,690.6,828.7,3.9499790669312196,,,,,,,,2.0,,SO
1996. 12,669.6,844.2,3.6317903803698703,,,,,,,,-0.45000000000000107,,SO
1997. 01,698.1,861.3,3.8159675236806523,,,,,,,,-4.02,,SO
1997. 02,656.7,863.9,3.693217453633202,,,,,,,,-2.41,,SO
1997. 03,694.3,897.1,3.5774095848922105,,,,,,,,-1.4600000000000009,,SO
1997. 04,713.1,892.1,3.2631392673863058,,,,,,,,-1.3800000000000008,,SO
1997. 05,765.2,891.8,3.445839735777745,,,,,,,,-0.0600000000000005,,SO
1997. 06,752.3,888.1,3.2395851643522544,,,,,,,,-0.20000000000000107,,SO
1997. 07,740.5,892.0,3.1392413938161834,,,,,,,,-0.05000000000000071,,SO
1997. 08,676.5,902.0,3.70357399268042,,,,,,,,-0.5,,SO
1997. 09,584.1,914.8,4.0815255423373165,,,,,,,,0.25,,SO
1997. 10,494.1,965.1,4.272681107394893,,,,,,,,1.1900000000000013,,SO
1997. 11,390.3,1163.8,4.1680490317624,,,,,,,,2.9000000000000004,,SO
1997. 12,475.2,1415.2,5.938477580813339,,,,,,,,10.139999999999999,,SO
1998. 01,525.2,1572.9,7.871634465834854,,,,,,,,13.18,,SO
1998. 02,523.0,1640.1,8.859953902783024,,,,,,,,10.280000000000001,,SO
1998. 03,444.2,1378.8,8.457003804366447,,,,,,,,8.98,,SO
1998. 04,356.3,1338.2,8.427522622502991,,,,,,,,7.140000000000001,,SO
1998. 05,313.3,1410.8,7.757138235744798,,,,,,,,-3.129999999999999,,SO
1998. 06,327.8,1385.2,7.27869075336065,,,,,,,,-9.379999999999999,,SO
1998. 07,312.8,1236.0,6.592144811049949,,,,,,,,-10.860000000000001,,SO
1998. 08,312.2,1331.8,6.471349570537721,,,,,,,,-13.090000000000002,,SO
1998. 09,358.8,1373.6,6.740893747795873,,,,,,,,-12.8,,SO
1998. 10,429.2,1313.8,6.817419873943931,,,,,,,,-11.18,,SO
1998. 11,524.7,1243.7,4.27186377282347,,,,,,,,-9.01,,SO
1998. 12,597.6,1207.8,1.565178385479249,,,,,,,,-5.71,,SO
1999. 01,533.0,1175.3,0.08532288391349674,,,,,,,,-3.1799999999999997,,SO
1999. 02,586.2,1222.4,0.42977452637900093,,,,,,,,-2.7799999999999994,,SO
1999. 03,721.1,1224.7,0.3416999968506973,,,,,,,,-2.2399999999999993,,SO
1999. 04,745.4,1176.4,0.8563889459463958,,,,,,,,-2.42,,SO
1999. 05,841.4,1186.3,0.8601843931185016,,,,,,,,-2.16,,SO
1999. 06,971.4,1155.9,0.34375693058328327,,,,,,,,-1.54,,SO
1999. 07,933.1,1206.9,-0.25575043809102915,,,,,,,,-0.8100000000000005,,SO
1999. 08,926.9,1184.9,0.5113198344896874,,,,,,,,-0.28000000000000025,,SO
1999. 09,828.6,1218.7,0.4252781570233788,,,,-11.574158000904943,,,,-0.08000000000000007,,SO
1999. 10,950.1,1200.5,1.5355327952675246,,,,-12.125369927147162,,,,-0.04999999999999982,,SO
1999. 11,984.5,1157.5,1.711410454588469,,,,-11.377872778389422,,,,-0.05999999999999961,,SO
1999. 12,952.5,1145.4,1.6276463066163371,,,,-9.528426278088059,,,,-0.07000000000000028,,SO
2000. 01,902.7,1122.1,1.817152027186486,,,,-10.00735589434672,,,,0.019999999999999574,,SO
2000. 02,878.4,1131.8,1.9694615758831358,,,,-10.091658894830823,,,,0.2599999999999998,,SO
2000. 03,779.8,1108.3,2.2073913928968514,,,,-10.592573721347065,,,,0.34999999999999964,,SO
2000. 04,720.8,1110.3,2.0559455936170146,,,,-9.717910320451953,,,,0.34999999999999964,,SO
2000. 05,795.1,1133.8,2.1675638981418777,,,,-8.97294384337854,,,,0.3600000000000003,,SO
2000. 06,794.1,1114.8,3.0515503078456963,,,,-8.992714715912335,,,,0.3700000000000001,,SO
2000. 07,720.4,1116.2,2.2211439125943144,,,,-8.69109028453675,,,,0.16000000000000014,,SO
2000. 08,622.9,1108.8,2.456480295027652,,,,-8.128806669675606,,,,0.07000000000000028,,SO
2000. 09,548.1,1115.0,2.711622790027435,,,,-6.835949772945653,,,,0.0600000000000005,,SO
2000. 10,544.1,1136.7,2.6952840283485546,,,,-5.407860108084537,,,,0.23000000000000043,,SO
2000. 11,526.4,1195.3,2.5647000341753046,,,,-4.756528483331179,,,,0.2400000000000002,,SO
2000. 12,585.0,1259.7,2.325545460164413,,,,-4.260833167163859,,,,0.22999999999999954,,SO
2001. 01,593.4,1265.5,3.0194835174982115,,,,-3.8366293260787425,,,,0.15000000000000036,,SO
2001. 02,543.9,1245.7,3.008890251379537,,,,-3.617251724443748,,,,-0.03000000000000025,,SO
2001. 03,530.3,1328.0,4.430730401058813,,,,-2.778175894109468,,,,-0.33000000000000007,,SO
2001. 04,600.7,1324.7,5.35879844242535,,,,-1.787101595735368,,,,-0.3700000000000001,,SO
2001. 05,602.9,1292.9,4.7228493756623635,,,,-0.8602430913510357,,,,-0.3700000000000001,,SO
2001. 06,554.1,1300.7,4.809738917387629,,,,0.25910462802232925,,,,-0.3000000000000007,,SO
2001. 07,567.7,1301.4,4.493182442119381,,,,1.4708218638735868,,,,-0.3200000000000003,,SO
2001. 08,504.0,1283.8,3.8499253247243237,,,,2.0819790756382726,,,,-0.4300000000000006,,SO
2001. 09,523.3,1309.1,3.9534286706633726,,,,2.9518974671252733,,,,-0.6799999999999997,,SO
2001. 10,604.9,1296.1,4.45891707686481,,,,4.247601369500094,,,,-1.0,,SO
2001. 11,666.0,1274.0,3.6559399586233887,,,,5.163388185265501,,,,-0.9899999999999993,,SO
2001. 12,739.0,1326.1,2.836868837765172,,,,9.325235937119585,,,,-0.7999999999999998,,SO
2002. 01,774.4,1314.8,3.0177224231061173,,,,11.249653586069101,,,,-0.6099999999999994,,SO
2002. 02,864.7,1327.7,2.4094787567974008,,,,12.317122535913787,,,,-0.3100000000000005,,SO
2002. 03,894.0,1326.4,2.5915170714537306,,,,15.420358688818325,,,,0.010000000000000675,,SO
2002. 04,842.2,1292.2,3.1664320075091013,,,,17.929203329866837,,,,0.0,,SO
2002. 05,784.3,1233.3,3.250737807906967,,,,19.095052141439687,,,,0.25,,SO
2002. 06,753.7,1201.8,3.054939280709945,,,,20.119025171710025,,,,0.3199999999999994,,SO
2002. 07,713.2,1197.0,2.2806839146414015,,,,20.00846645250104,,,,0.27000000000000046,,SO
2002. 08,703.0,1200.5,2.851581225758637,,,,18.611535682753185,,,,0.27999999999999936,,SO
2002. 09,642.2,1225.5,3.226087082602347,,,,20.07347308139216,,,,0.2999999999999998,,SO
2002. 10,679.7,1233.4,3.528451968182744,,,,21.9390526136811,,,,0.07000000000000028,,SO
2002. 11,699.8,1208.0,3.4210258719621134,,,,23.419337382031433,,,,0.0,,SO
2002. 12,631.0,1200.4,3.3092111915182354,,,,23.858725253222506,,,,0.040000000000000036,,SO
2003. 01,591.6,1170.5,3.3917573245840993,,,,23.328707702336516,,,,-0.009999999999999787,,SO
2003. 02,550.8,1186.8,3.275149747680506,,,,23.56516733784071,,,,-0.009999999999999787,,SO
2003. 03,585.9,1252.9,4.000398049557163,,,,23.424240558419815,,,,-0.08000000000000007,,SO
2003. 04,613.5,1213.1,3.51770881974216,,,,22.888845330204635,,,,-0.04999999999999982,,SO
2003. 05,663.2,1206.6,3.6144748955456274,,,,21.072772062740317,,,,-0.2400000000000002,,SO
2003. 06,703.5,1193.1,3.7182746523882093,,,,27.686208008785037,,,,-0.2699999999999996,,SO
2003. 07,731.7,1180.0,2.956131182734967,,,,27.27355035725966,,,,-0.4700000000000002,,SO
2003. 08,742.3,1179.9,2.849959266230284,,,,26.33071698786802,,,,-0.48,,SO
2003. 09,756.5,1150.2,3.958403692446244,,,,25.90540597792101,,,,-0.5,,SO
2003. 10,789.1,1177.3,3.8612804449813076,,,,25.715763768576842,,,,-0.31999999999999984,,SO
2003. 11,801.2,1202.6,3.384972456027535,,,,25.066804648527537,,,,-0.23000000000000043,,SO
2003. 12,845.5,1197.8,3.368174922406708,,,,26.75571166385448,,,,-0.06000000000000005,,SO
2004. 01,867.5,1173.6,3.4412114836244845,,,,25.77175487959255,,,,0.029999999999999805,,SO
2004. 02,875.6,1174.5,2.594420219527871,,,,24.340501875126026,,,,0.020000000000000018,,SO
2004. 03,907.1,1153.6,3.578604918189665,,,,24.309659313973306,,,,0.0,,SO
2004. 04,798.8,1167.7,3.4883879874789914,,,,23.19916894549508,,,,-0.029999999999999805,,SO
2004. 05,771.6,1165.7,3.762991770167212,,,,22.077765055378205,,,,-0.020000000000000018,,SO
2004. 06,746.1,1152.5,3.950888263941299,,,,21.212908007259855,,,,-0.020000000000000018,,SO
2004. 07,770.3,1168.3,4.1107302350354535,,,,20.278299320842276,,,,0.0,,SO
2004. 08,835.9,1153.8,3.9850020980819467,,,,15.401853152126687,,,,-0.1499999999999999,,SO
2004. 09,849.1,1147.9,3.9814451672234075,,,,14.131930467535936,,,,-0.2400000000000002,,SO
2004. 10,863.1,1126.0,4.159961051079875,-0.8116883116883078,-4.158415841584162,,13.265017248674072,,,,-0.2400000000000002,,SO
2004. 11,873.1,1047.9,3.0847325263569036,-0.6535947712418388,-3.7999999999999923,,10.549448364412193,,,,-0.41999999999999993,,SO
2004. 12,903.4,1043.8,2.539877957392145,-0.6557377049180357,-4.417670682730912,,10.112116663964636,,,,-0.5,,SO
2005. 01,964.5,1026.4,3.073745919658899,-1.6286644951140072,-5.400000000000005,,8.227557094043252,,,,-0.3500000000000001,,SO
2005. 02,988.2,1008.1,2.5074232926426854,-1.1345218800648316,-5.765407554671964,,6.947037221774386,,,,-0.2599999999999998,,SO
2005. 03,955.4,1024.3,3.111915360128914,-1.2882447665056418,-5.367793240556651,,5.959126263005694,,,,-0.2799999999999998,,SO
2005. 04,939.0,1002.5,3.022104915869339,-0.3215434083601365,-4.780876494023911,,4.86192192087018,,,,-0.10000000000000009,,SO
2005. 05,991.3,1002.5,2.9191685912240084,0.8051529790660261,-3.822937625754541,,3.8387397255011964,,,,0.020000000000000018,,SO
2005. 06,1058.7,1024.4,1.9925753938582869,2.9079159935379684,-2.8340080971659853,,2.472018848984982,,,,0.009999999999999787,,SO
2005. 07,1101.8,1028.3,1.619348875958404,5.528455284552858,-1.4314928425357754,,0.45981852598541284,,,,-0.020000000000000018,,SO
2005. 08,1171.0,1031.0,1.7350137214353634,6.362153344208821,-0.2057613168724326,,-1.1822710631815045,,,,0.0,,SO
2005. 09,1190.9,1038.0,1.9657487113569516,6.873977086743044,1.8595041322313932,,-1.4446700834500383,,,,-0.009999999999999787,,SO
2005. 10,1253.3,1042.7,2.476489028213158,7.401315789473695,3.7422037422037313,,-2.6745765220323876,,,,0.14000000000000012,,SO
2005. 11,1338.8,1036.3,2.0815389032443177,7.920792079207928,5.672268907563005,,-3.8899315984298632,,,,0.2200000000000002,,SO
2005. 12,1379.3,1013.0,1.4141309686926506,8.940397350993369,6.553911205074003,,-0.40994169852131757,,,,0.43999999999999995,,SO
2006. 01,1341.7,971.0,1.5075635661409903,8.688524590163937,7.1729957805907185,,-0.9567249493159654,,,,0.5,,SO
2006. 02,1331.7,969.0,1.3001985524883075,9.135399673735733,7.773109243697474,,-9.2432512126606,,,,0.6699999999999999,,SO
2006. 03,1415.9,975.9,1.6998654967014692,9.677419354838701,8.995815899581604,,-9.396040515601772,,,,0.54,,SO
2006. 04,1388.8,945.7,2.0016156538910312,11.0223642172524,10.251046025104603,,-9.49853271881697,,,,0.4700000000000002,,SO
2006. 05,1249.2,947.4,2.4102273896491555,11.145996860282569,10.624999999999996,,-9.344319913053365,,,,0.27,,SO
2006. 06,1278.0,960.3,1.8010632165503138,9.86132511556239,10.373443983402497,,-8.705483479741366,,,,0.41000000000000014,,SO
2006. 07,1316.1,953.1,1.8959103054166926,9.662576687116564,9.896907216494832,,-8.044345502211245,,,,0.29000000000000004,,SO
2006. 08,1356.5,959.6,2.088294092929077,9.800918836140893,8.519269776876271,,-10.730178994182292,,,,0.43999999999999995,,SO
2006. 09,1354.0,945.2,2.3873253798307292,10.719754977029105,8.617234468937895,,-10.775256583559345,,,,0.5100000000000002,,SO
2006. 10,1403.9,944.2,2.3944976412983543,12.844036697247695,9.542743538767407,,-10.680040061436587,,,,0.5200000000000005,,SO
2006. 11,1418.8,929.9,1.790812684816978,18.844984802431618,11.111111111111116,,-12.078394334006873,,,,0.3099999999999996,,SO
2006. 12,1379.3,929.6,1.5828323567460556,22.473604826546012,10.826771653543311,,-10.545123627265966,,,,0.28000000000000025,,SO
2007. 01,1434.9,940.9,1.4807789580172148,24.215246636771283,10.526315789473696,,-10.801195968323684,,,,0.20999999999999996,,SO
2007. 02,1431.6,938.3,1.6714530431277685,22.94117647058822,9.404990403071011,,-11.169408698393092,,,,0.11999999999999922,,SO
2007. 03,1517.1,940.3,2.0616483129682672,20.863309352517987,8.918406072106254,,-11.114050255298464,,,,0.11999999999999922,,SO
2007. 04,1614.9,929.4,2.4514605782030907,19.067796610169484,8.662900188323919,,-11.182852891716072,,,,0.20999999999999996,,SO
2007. 05,1754.3,929.9,2.7494306099080212,18.232819074333804,8.458646616541344,,-11.949330078106255,,,,0.1299999999999999,,SO
2007. 06,1911.6,926.8,2.4490615276523187,18.181818181818187,8.25515947467168,,-12.506868683559288,,,,-0.08999999999999986,,SO
2007. 07,1815.0,923.2,2.1416187494543104,18.270571827057182,7.8504672897196315,,-12.08614451604012,,,,0.07000000000000028,,SO
2007. 08,1879.0,939.9,2.040359023515781,17.842323651452286,6.826568265682642,,-12.943725883066033,,,,0.3100000000000005,,SO
2007. 09,2004.6,920.7,2.9240642245361936,15.989159891598902,5.081669691470059,,-10.953827104284587,,,,0.29000000000000004,,SO
2007. 10,1924.8,907.4,3.3232741889032136,9.846547314578014,3.571428571428581,,-9.857413597050424,,,,0.3799999999999999,,SO
2007. 11,1904.0,929.6,3.1200839014158266,6.527093596059119,3.0195381882770933,,-9.56512101751079,,,,0.45999999999999996,,SO
2007. 12,1732.3,938.2,3.2099288482386523,4.572803850782203,2.1164021164021163,,-8.518846443022335,,,-0.17425519431535608,0.3200000000000003,,SO
2008. 01,1689.5,943.9,3.1913180292124643,4.665071770334928,1.9298245614035148,,-9.141391677366487,,,-0.04732857129552892,0.08000000000000007,,SO
2008. 02,1651.2,937.3,2.884662758043066,4.880952380952364,1.3937282229965264,,-9.760773572105231,,,0.07242705607346078,0.0,,SO
2008. 03,1776.6,991.7,3.0621000760008954,6.4056939501779375,1.7331022530329365,,-9.935548085303983,,,0.08174935041954978,-0.03000000000000025,,SO
2008. 04,1846.8,999.7,3.441265797981785,9.015421115065259,2.4263431542461023,,-7.800926519575153,,,0.043025973905026216,-0.009999999999999787,,SO
2008. 05,1758.2,1031.4,4.111149211325538,10.414201183431949,2.772963604852685,,-7.12144117233367,,,0.1706696964899373,0.0,,SO
2008. 06,1569.6,1043.4,4.289901086823766,11.674528301886799,3.119584055459268,,-6.45207851182949,,,0.17927489127094257,-0.0600000000000005,,SO
2008. 07,1537.6,1008.5,4.856773374975609,11.9718309859155,2.936096718480141,,-5.938193992931078,,,0.5069893925142256,0.010000000000000675,,SO
2008. 08,1446.6,1081.8,4.168081905963428,11.682242990654213,3.1088082901554515,,-9.811545172772018,,,0.5500153664192517,0.2400000000000002,,SO
2008. 09,1201.7,1187.7,4.351936011634261,11.52502910360884,3.103448275862064,,-10.14717550490573,,,0.3965560594913249,0.21999999999999975,,SO
2008. 10,1074.0,1291.4,4.347826086956541,10.404624277456653,2.758620689655178,,-10.057969328033245,,,0.6453896085753932,-0.10000000000000053,,SO
2008. 11,1114.9,1482.7,3.864681806657222,8.975834292289985,1.899827288428324,,-10.1814977396244,,,1.2972331132365404,-0.9299999999999997,,SO
2008. 12,1156.4,1257.5,3.4683954619124657,6.2857142857142945,-1.3769363166953652,,-9.55167682418781,,,1.4069493466943572,-1.7100000000000004,,SO
2009. 01,1139.8,1368.5,3.4574404405602666,4.653802497162318,-3.264604810996574,40.7,-9.822142360450133,,,1.2355625506393362,-2.78,,SO
2009. 02,1140.5,1516.4,3.2494409819686876,2.564102564102555,-3.918228279386715,40.8,-10.539271448995963,,,1.1911023776041425,-3.15,,SO
2009. 03,1322.1,1377.1,3.420311131105991,-0.10881392818281599,-4.060913705583758,41.1,-11.339754536144275,,,1.2154837628169906,-3.1199999999999997,,SO
2009. 04,1400.5,1348.0,3.0301248044416917,-1.2861736334405127,-3.8785834738617186,41.2,-11.109463412870626,,,0.9171703437421421,-2.21,,SO
2009. 05,1395.2,1272.9,2.5596290528435928,-2.5343189017951517,-3.529411764705881,41.3,-10.756276545926905,,,0.7500861450776236,-1.36,,SO
2009. 06,1460.0,1284.7,1.9081082967806529,-2.8301886792452824,-3.187919463087241,41.4,-10.824921015364243,,,0.46468051817428313,-0.5000000000000002,,SO
2009. 07,1577.9,1240.5,2.3628190795602633,-2.1966527196652708,-2.5125628140703515,41.4,-10.827135353088028,,,0.4080296525326652,-0.1200000000000001,,SO
2009. 08,1659.5,1244.9,2.35639792813509,-1.9832985386221247,-1.8394648829431315,41.6,-12.489153981769011,,,0.3083528129860212,0.20999999999999996,,SO
2009. 09,1630.6,1188.7,2.355425601039629,-0.5235602094240788,1.1744966442952975,42.3,-12.468117773393052,,,-0.06740735911787443,0.18999999999999995,,SO
2009. 10,1583.5,1200.6,2.358534430650505,0.6335797254487741,3.3898305084745672,42.6,-12.209356593670737,,,-0.3477932890656286,0.09000000000000008,,SO
2009. 11,1646.6,1167.4,2.263761254989327,2.473118279569886,7.329842931937169,43.0,-11.951228081869504,,,-0.4818909077362936,0.07000000000000006,,SO
2009. 12,1682.2,1167.6,2.3478904857784366,3.3622559652928263,9.59147424511546,43.2,-9.670934727311668,,,-0.5077064920793093,0.06000000000000005,,SO
2010. 01,1599.0,1156.5,2.4951617362455103,3.6956521739130554,10.106382978723417,43.3,-9.764727746611994,,,-0.4711344142600371,0.020000000000000018,,SO
2010. 02,1665.5,1158.4,2.0594127411138308,4.2483660130719025,10.582010582010582,43.7,-9.868643452649623,,,-0.46324631904411556,0.020000000000000018,,SO
2010. 03,1730.3,1130.8,2.198906255351707,3.800217155266017,10.701754385964923,44.0,-10.286046113583113,,,-0.4567924229583616,0.009999999999999787,,SO
2010. 04,1648.3,1115.5,2.6099167703707016,3.4669555796316365,10.45296167247387,44.2,-11.673803198475285,,,-0.40229285601199505,0.0,,SO
2010. 05,1691.9,1200.2,2.6099167703707016,2.5889967637540368,10.225303292894283,44.5,-13.376470741085752,,,-0.0917887443307226,0.009999999999999787,,SO
2010. 06,1731.1,1210.3,2.040932412600527,1.3903743315508033,9.45017182130583,44.8,-14.431286332508808,,,-0.05808506477178538,0.0,,SO
2010. 07,1762.2,1187.2,2.0763601293470213,0.42598509052182987,8.688245315161836,45.0,-14.91369562233342,,,-0.013624891736591593,0.20000000000000018,,SO
2010. 08,1815.8,1189.1,2.4962024168499353,-1.1578947368421022,5.970149253731338,45.4,-15.739485426324988,,,0.14198571388658654,0.26000000000000023,,SO
2010. 09,1889.7,1142.0,3.5999409473409294,-1.783840503672618,5.40983606557377,45.8,-15.404962263053166,,,0.2803859299477542,0.27,,SO
2010. 10,1924.7,1126.6,3.5082543824814127,-1.9937040923399652,5.691056910569103,46.3,-15.368267523630443,,,0.49623289903796897,0.25,,SO
2010. 11,2002.5,1157.3,2.6343459925152857,-2.098635886673661,6.482982171799034,46.8,-15.240943104512798,,,0.7450664481220374,0.3700000000000001,,SO
2010. 12,2091.6,1138.9,2.3298941263740325,-2.096436058700213,6.602254428341392,47.3,-10.79502745609314,,,0.6640341972675713,0.2999999999999998,,SO
2011. 01,2002.9,1114.3,3.2359737084146634,-2.298850574712652,6.858054226475274,47.7,-11.010450883221376,,,0.3269974016781992,0.3900000000000001,,SO
2011. 02,2002.7,1127.9,3.4240071496397295,-1.882845188284521,8.240887480190162,48.6,-11.081151523402228,,,0.4001415573167438,0.48,,SO
2011. 03,2153.1,1107.2,3.4102920723226626,-1.675392670157061,9.779179810725536,49.4,-10.96885296741027,,,0.3793456699293144,0.6600000000000001,,SO
2011. 04,2121.9,1072.3,3.5104311543810773,-1.2618296529968376,10.377358490566046,49.8,-9.670143892410312,,,-0.0731441556385446,0.6399999999999997,,SO
2011. 05,2074.6,1080.6,3.919950944868722,-0.9493670886075889,10.047095761381453,50.0,-8.755780579467338,,,-0.1391173156262514,0.52,,SO
2011. 06,2150.1,1078.1,3.8081476129605996,-0.5302226935312793,10.344827586206918,50.5,-7.8700454899533,,,-0.08318354954971735,0.54,0.0,SO
2011. 07,1869.4,1052.6,3.78915236241375,-0.21299254526091493,11.424100156494532,51.1,-7.114481825201772,,,-0.1857287873566965,0.5099999999999998,-0.10000000000000053,SO
2011. 08,1791.0,1071.7,3.558157124535488,0.0,12.597200622084003,52.1,-7.534256990839317,,,-0.2882740251636757,0.33000000000000007,-0.10000000000000053,SO
2011. 09,1825.9,1179.5,3.4584059543775414,0.10706638115631772,13.846153846153841,53.1,-6.5042736153187075,,,-0.5234826825111523,0.2400000000000002,-0.20000000000000018,SO
